year,race_ethnicity,total_count
2021,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,1666.0
2021,Sheltered SH Homeless Veterans - White,940.0
2021,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",2914.0
2021,Sheltered TH Homeless - Asian or Asian American,1508.0
2021,"Sheltered TH Homeless - Black, African American, or African",47872.0
2021,Sheltered TH Homeless - Hispanic/Latina/e/o,24292.0
2021,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,1656.0
2021,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,99236.0
2021,Sheltered TH Homeless - White,61162.0
2021,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1426.0
2021,Sheltered TH Homeless Individuals - Asian or Asian American,772.0
2021,"Sheltered TH Homeless Individuals - Black, African American, or African",25174.0
2021,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,10308.0
2021,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,494.0
2021,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,57414.0
2021,Sheltered TH Homeless Individuals - White,36322.0
2021,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",1488.0
2021,Sheltered TH Homeless People in Families - Asian or Asian American,736.0
2021,"Sheltered TH Homeless People in Families - Black, African American, or African",22698.0
2021,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,13984.0
2021,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,1162.0
2021,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,41822.0
2021,Sheltered TH Homeless People in Families - White,24840.0
2021,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",220.0
2021,Sheltered TH Homeless Veterans - Asian or Asian American,122.0
2021,"Sheltered TH Homeless Veterans - Black, African American, or African",6224.0
2021,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1218.0
2021,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,112.0
2021,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,15432.0
2021,Sheltered TH Homeless Veterans - White,9530.0
2021,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",15886.0
2021,Sheltered Total Homeless - Asian or Asian American,7658.0
2021,"Sheltered Total Homeless - Black, African American, or African",295042.0
2021,Sheltered Total Homeless - Hispanic/Latina/e/o,146316.0
2021,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,9258.0
2021,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,505936.0
2021,Sheltered Total Homeless - White,289414.0
2021,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",10286.0
2021,Sheltered Total Homeless Individuals - Asian or Asian American,5214.0
2021,"Sheltered Total Homeless Individuals - Black, African American, or African",156494.0
2021,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,64808.0
2021,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,4442.0
2021,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,324690.0
2021,Sheltered Total Homeless Individuals - White,196024.0
2021,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",5600.0
2021,Sheltered Total Homeless People in Families - Asian or Asian American,2444.0
2021,"Sheltered Total Homeless People in Families - Black, African American, or African",138548.0
2021,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,81508.0
2021,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,4816.0
2021,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,181246.0
2021,Sheltered Total Homeless People in Families - White,93390.0
2021,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",776.0
2021,Sheltered Total Homeless Veterans - Asian or Asian American,264.0
2021,"Sheltered Total Homeless Veterans - Black, African American, or African",14438.0
2021,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3402.0
2021,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,318.0
2021,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,36098.0
2021,Sheltered Total Homeless Veterans - White,22418.0
2021,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",4174.0
2021,Unsheltered Homeless - Asian or Asian American,762.0
2021,"Unsheltered Homeless - Black, African American, or African",24908.0
2021,Unsheltered Homeless - Hispanic/Latina/e/o,14602.0
2021,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,530.0
2021,Unsheltered Homeless - Non-Hispanic/Latina/e/o,74432.0
2021,Unsheltered Homeless - White,57364.0
2021,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",2220.0
2021,Unsheltered Homeless Individuals - Asian or Asian American,644.0
2021,"Unsheltered Homeless Individuals - Black, African American, or African",21258.0
2021,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,11074.0
2021,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,374.0
2021,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,64710.0
2021,Unsheltered Homeless Individuals - White,47520.0
2021,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",194.0
2021,Unsheltered Homeless People in Families - Asian or Asian American,76.0
2021,"Unsheltered Homeless People in Families - Black, African American, or African",3122.0
2021,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,3336.0
2021,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,92.0
2021,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,7652.0
2021,Unsheltered Homeless People in Families - White,6562.0
2021,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",210.0
2021,Unsheltered Homeless Veterans - Asian or Asian American,52.0
2021,"Unsheltered Homeless Veterans - Black, African American, or African",1100.0
2021,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,444.0
2021,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,20.0
2021,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,3800.0
2021,Unsheltered Homeless Veterans - White,2632.0
2022,"Overall Homeless - American Indian, Alaska Native, or Indigenous",39236.0
2022,Overall Homeless - Asian or Asian American,16522.0
2022,"Overall Homeless - Black, African American, or African",434732.0
2022,Overall Homeless - Hispanic/Latina/e/o,280460.0
2022,Overall Homeless - Native Hawaiian or Other Pacific Islander,20922.0
2022,Overall Homeless - Non-Hispanic/Latina/e/o,884440.0
2022,Overall Homeless - White,582790.0
2022,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",30982.0
2022,Overall Homeless Individuals - Asian or Asian American,13118.0
2022,"Overall Homeless Individuals - Black, African American, or African",275276.0
2022,Overall Homeless Individuals - Hispanic/Latina/e/o,185162.0
2022,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,12858.0
2022,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,657598.0
2022,Overall Homeless Individuals - White,461678.0
2022,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",8254.0
2022,Overall Homeless People in Families - Asian or Asian American,3404.0
2022,"Overall Homeless People in Families - Black, African American, or African",159456.0
2022,Overall Homeless People in Families - Hispanic/Latina/e/o,95298.0
2022,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,8064.0
2022,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,226842.0
2022,Overall Homeless People in Families - White,121112.0
2022,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",2068.0
2022,Overall Homeless Veterans - Asian or Asian American,808.0
2022,"Overall Homeless Veterans - Black, African American, or African",20480.0
2022,Overall Homeless Veterans - Hispanic/Latina/e/o,8086.0
2022,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,834.0
2022,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,58172.0
2022,Overall Homeless Veterans - White,38710.0
2022,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",14354.0
2022,Sheltered ES Homeless - Asian or Asian American,6226.0
2022,"Sheltered ES Homeless - Black, African American, or African",261412.0
2022,Sheltered ES Homeless - Hispanic/Latina/e/o,131618.0
2022,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,7394.0
2022,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,439322.0
2022,Sheltered ES Homeless - White,252292.0
2022,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",9594.0
2022,Sheltered ES Homeless Individuals - Asian or Asian American,4326.0
2022,"Sheltered ES Homeless Individuals - Black, African American, or African",131930.0
2022,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,58698.0
2022,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,3670.0
2022,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,278736.0
2022,Sheltered ES Homeless Individuals - White,172862.0
2022,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",4760.0
2022,Sheltered ES Homeless People in Families - Asian or Asian American,1900.0
2022,"Sheltered ES Homeless People in Families - Black, African American, or African",129482.0
2022,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,72920.0
2022,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,3724.0
2022,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,160586.0
2022,Sheltered ES Homeless People in Families - White,79430.0
2022,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",524.0
2022,Sheltered ES Homeless Veterans - Asian or Asian American,156.0
2022,"Sheltered ES Homeless Veterans - Black, African American, or African",6498.0
2022,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,1844.0
2022,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,164.0
2022,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,18256.0
2022,Sheltered ES Homeless Veterans - White,11936.0
2022,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",50.0
2022,Sheltered SH Homeless - Asian or Asian American,48.0
2022,"Sheltered SH Homeless - Black, African American, or African",1442.0
2022,Sheltered SH Homeless - Hispanic/Latina/e/o,394.0
2022,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,40.0
2022,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,3092.0
2022,Sheltered SH Homeless - White,1768.0
2022,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",50.0
2022,Sheltered SH Homeless Individuals - Asian or Asian American,48.0
2022,"Sheltered SH Homeless Individuals - Black, African American, or African",1442.0
2022,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,394.0
2022,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,40.0
2022,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,3092.0
2022,Sheltered SH Homeless Individuals - White,1768.0
2022,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",28.0
2022,Sheltered SH Homeless Veterans - Asian or Asian American,12.0
2022,"Sheltered SH Homeless Veterans - Black, African American, or African",778.0
2022,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,218.0
2022,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,30.0
2022,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,1752.0
2022,Sheltered SH Homeless Veterans - White,1054.0
2022,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",3282.0
2022,Sheltered TH Homeless - Asian or Asian American,1544.0
2022,"Sheltered TH Homeless - Black, African American, or African",46260.0
2022,Sheltered TH Homeless - Hispanic/Latina/e/o,25320.0
2022,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,1950.0
2022,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,97514.0
2022,Sheltered TH Homeless - White,61214.0
2022,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1608.0
2022,Sheltered TH Homeless Individuals - Asian or Asian American,874.0
2022,"Sheltered TH Homeless Individuals - Black, African American, or African",24988.0
2022,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,10644.0
2022,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,634.0
2022,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,58230.0
2022,Sheltered TH Homeless Individuals - White,36730.0
2022,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",1674.0
2022,Sheltered TH Homeless People in Families - Asian or Asian American,670.0
2022,"Sheltered TH Homeless People in Families - Black, African American, or African",21272.0
2022,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,14676.0
2022,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,1316.0
2022,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,39284.0
2022,Sheltered TH Homeless People in Families - White,24484.0
2022,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",276.0
2022,Sheltered TH Homeless Veterans - Asian or Asian American,150.0
2022,"Sheltered TH Homeless Veterans - Black, African American, or African",6190.0
2022,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1274.0
2022,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,112.0
2022,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,15786.0
2022,Sheltered TH Homeless Veterans - White,9826.0
2022,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",17686.0
2022,Sheltered Total Homeless - Asian or Asian American,7818.0
2022,"Sheltered Total Homeless - Black, African American, or African",309114.0
2022,Sheltered Total Homeless - Hispanic/Latina/e/o,157332.0
2022,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,9384.0
2022,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,539928.0
2022,Sheltered Total Homeless - White,315274.0
2022,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",11252.0
2022,Sheltered Total Homeless Individuals - Asian or Asian American,5248.0
2022,"Sheltered Total Homeless Individuals - Black, African American, or African",158360.0
2022,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,69736.0
2022,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,4344.0
2022,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,340058.0
2022,Sheltered Total Homeless Individuals - White,211360.0
2022,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",6434.0
2022,Sheltered Total Homeless People in Families - Asian or Asian American,2570.0
2022,"Sheltered Total Homeless People in Families - Black, African American, or African",150754.0
2022,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,87596.0
2022,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,5040.0
2022,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,199870.0
2022,Sheltered Total Homeless People in Families - White,103914.0
2022,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",828.0
2022,Sheltered Total Homeless Veterans - Asian or Asian American,318.0
2022,"Sheltered Total Homeless Veterans - Black, African American, or African",13466.0
2022,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3336.0
2022,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,306.0
2022,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,35794.0
2022,Sheltered Total Homeless Veterans - White,22816.0
2022,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",21550.0
2022,Unsheltered Homeless - Asian or Asian American,8704.0
2022,"Unsheltered Homeless - Black, African American, or African",125618.0
2022,Unsheltered Homeless - Hispanic/Latina/e/o,123128.0
2022,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,11538.0
2022,Unsheltered Homeless - Non-Hispanic/Latina/e/o,344512.0
2022,Unsheltered Homeless - White,267516.0
2022,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",19730.0
2022,Unsheltered Homeless Individuals - Asian or Asian American,7870.0
2022,"Unsheltered Homeless Individuals - Black, African American, or African",116916.0
2022,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,115426.0
2022,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,8514.0
2022,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,317540.0
2022,Unsheltered Homeless Individuals - White,250318.0
2022,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1820.0
2022,Unsheltered Homeless People in Families - Asian or Asian American,834.0
2022,"Unsheltered Homeless People in Families - Black, African American, or African",8702.0
2022,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,7702.0
2022,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,3024.0
2022,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,26972.0
2022,Unsheltered Homeless People in Families - White,17198.0
2022,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1240.0
2022,Unsheltered Homeless Veterans - Asian or Asian American,490.0
2022,"Unsheltered Homeless Veterans - Black, African American, or African",7014.0
2022,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,4750.0
2022,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,528.0
2022,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,22378.0
2022,Unsheltered Homeless Veterans - White,15894.0
2023,"Overall Homeless - American Indian, Alaska Native, or Indigenous",46232.0
2023,Overall Homeless - Asian or Asian American,23148.0
2023,"Overall Homeless - Black, African American, or African",487248.0
2023,Overall Homeless - Hispanic/Latina/e/o,358672.0
2023,Overall Homeless - Native Hawaiian or Other Pacific Islander,21424.0
2023,Overall Homeless - Non-Hispanic/Latina/e/o,947536.0
2023,Overall Homeless - White,649708.0
2023,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",36702.0
2023,Overall Homeless Individuals - Asian or Asian American,20128.0
2023,"Overall Homeless Individuals - Black, African American, or African",301178.0
2023,Overall Homeless Individuals - Hispanic/Latina/e/o,221552.0
2023,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,14090.0
2023,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,712488.0
2023,Overall Homeless Individuals - White,511748.0
2023,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",9530.0
2023,Overall Homeless People in Families - Asian or Asian American,3020.0
2023,"Overall Homeless People in Families - Black, African American, or African",186070.0
2023,Overall Homeless People in Families - Hispanic/Latina/e/o,137120.0
2023,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,7334.0
2023,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,235048.0
2023,Overall Homeless People in Families - White,137960.0
2023,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",2538.0
2023,Overall Homeless Veterans - Asian or Asian American,1216.0
2023,"Overall Homeless Veterans - Black, African American, or African",22272.0
2023,Overall Homeless Veterans - Hispanic/Latina/e/o,9378.0
2023,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,854.0
2023,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,61770.0
2023,Overall Homeless Veterans - White,40574.0
2023,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",17202.0
2023,Sheltered ES Homeless - Asian or Asian American,7070.0
2023,"Sheltered ES Homeless - Black, African American, or African",302342.0
2023,Sheltered ES Homeless - Hispanic/Latina/e/o,197284.0
2023,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,6844.0
2023,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,460606.0
2023,Sheltered ES Homeless - White,289118.0
2023,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",11280.0
2023,Sheltered ES Homeless Individuals - Asian or Asian American,5248.0
2023,"Sheltered ES Homeless Individuals - Black, African American, or African",147316.0
2023,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,84260.0
2023,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,3076.0
2023,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,292520.0
2023,Sheltered ES Homeless Individuals - White,194940.0
2023,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",5922.0
2023,Sheltered ES Homeless People in Families - Asian or Asian American,1822.0
2023,"Sheltered ES Homeless People in Families - Black, African American, or African",155026.0
2023,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,113024.0
2023,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,3768.0
2023,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,168086.0
2023,Sheltered ES Homeless People in Families - White,94178.0
2023,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",562.0
2023,Sheltered ES Homeless Veterans - Asian or Asian American,170.0
2023,"Sheltered ES Homeless Veterans - Black, African American, or African",6734.0
2023,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,1896.0
2023,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,176.0
2023,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,17846.0
2023,Sheltered ES Homeless Veterans - White,11298.0
2023,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",60.0
2023,Sheltered SH Homeless - Asian or Asian American,66.0
2023,"Sheltered SH Homeless - Black, African American, or African",1620.0
2023,Sheltered SH Homeless - Hispanic/Latina/e/o,504.0
2023,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,50.0
2023,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,3552.0
2023,Sheltered SH Homeless - White,2058.0
2023,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",60.0
2023,Sheltered SH Homeless Individuals - Asian or Asian American,66.0
2023,"Sheltered SH Homeless Individuals - Black, African American, or African",1620.0
2023,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,504.0
2023,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,50.0
2023,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,3552.0
2023,Sheltered SH Homeless Individuals - White,2058.0
2023,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",34.0
2023,Sheltered SH Homeless Veterans - Asian or Asian American,30.0
2023,"Sheltered SH Homeless Veterans - Black, African American, or African",1030.0
2023,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,260.0
2023,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,24.0
2023,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,2214.0
2023,Sheltered SH Homeless Veterans - White,1204.0
2023,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",3686.0
2023,Sheltered TH Homeless - Asian or Asian American,1760.0
2023,"Sheltered TH Homeless - Black, African American, or African",48688.0
2023,Sheltered TH Homeless - Hispanic/Latina/e/o,27088.0
2023,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,2134.0
2023,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,103954.0
2023,Sheltered TH Homeless - White,66388.0
2023,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1968.0
2023,Sheltered TH Homeless Individuals - Asian or Asian American,944.0
2023,"Sheltered TH Homeless Individuals - Black, African American, or African",26882.0
2023,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,12248.0
2023,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,628.0
2023,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,62506.0
2023,Sheltered TH Homeless Individuals - White,40726.0
2023,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",1718.0
2023,Sheltered TH Homeless People in Families - Asian or Asian American,816.0
2023,"Sheltered TH Homeless People in Families - Black, African American, or African",21806.0
2023,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,14840.0
2023,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,1506.0
2023,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,41448.0
2023,Sheltered TH Homeless People in Families - White,25662.0
2023,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",326.0
2023,Sheltered TH Homeless Veterans - Asian or Asian American,166.0
2023,"Sheltered TH Homeless Veterans - Black, African American, or African",6642.0
2023,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1508.0
2023,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,138.0
2023,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,16410.0
2023,Sheltered TH Homeless Veterans - White,10184.0
2023,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",20948.0
2023,Sheltered Total Homeless - Asian or Asian American,8896.0
2023,"Sheltered Total Homeless - Black, African American, or African",352650.0
2023,Sheltered Total Homeless - Hispanic/Latina/e/o,224876.0
2023,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,9028.0
2023,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,568112.0
2023,Sheltered Total Homeless - White,357564.0
2023,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",13308.0
2023,Sheltered Total Homeless Individuals - Asian or Asian American,6258.0
2023,"Sheltered Total Homeless Individuals - Black, African American, or African",175818.0
2023,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,97012.0
2023,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,3754.0
2023,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,358578.0
2023,Sheltered Total Homeless Individuals - White,237724.0
2023,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",7640.0
2023,Sheltered Total Homeless People in Families - Asian or Asian American,2638.0
2023,"Sheltered Total Homeless People in Families - Black, African American, or African",176832.0
2023,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,127864.0
2023,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,5274.0
2023,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,209534.0
2023,Sheltered Total Homeless People in Families - White,119840.0
2023,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",922.0
2023,Sheltered Total Homeless Veterans - Asian or Asian American,366.0
2023,"Sheltered Total Homeless Veterans - Black, African American, or African",14406.0
2023,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3664.0
2023,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,338.0
2023,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,36470.0
2023,Sheltered Total Homeless Veterans - White,22686.0
2023,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",25284.0
2023,Unsheltered Homeless - Asian or Asian American,14252.0
2023,"Unsheltered Homeless - Black, African American, or African",134598.0
2023,Unsheltered Homeless - Hispanic/Latina/e/o,133796.0
2023,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,12396.0
2023,Unsheltered Homeless - Non-Hispanic/Latina/e/o,379424.0
2023,Unsheltered Homeless - White,292144.0
2023,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",23394.0
2023,Unsheltered Homeless Individuals - Asian or Asian American,13870.0
2023,"Unsheltered Homeless Individuals - Black, African American, or African",125360.0
2023,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,124540.0
2023,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,10336.0
2023,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,353910.0
2023,Unsheltered Homeless Individuals - White,274024.0
2023,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1890.0
2023,Unsheltered Homeless People in Families - Asian or Asian American,382.0
2023,"Unsheltered Homeless People in Families - Black, African American, or African",9238.0
2023,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,9256.0
2023,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,2060.0
